name,display_name,types,image,generation,generation_label,total,hp,attack,defense,sp_atk,sp_def,speed,level,evolution_paths
starmie,Starmie,"[""Water"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/starmie.jpg,generation-i,Generation I,520.0,60.0,75.0,85.0,,,115.0,,[]
mr. mime,Mr. Mime,"[""Psychic"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/mr-mime.jpg,generation-i,Generation I,460.0,40.0,45.0,65.0,,,90.0,,[]
scyther,Scyther,"[""Bug"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/scyther.jpg,generation-i,Generation I,500.0,70.0,110.0,80.0,,,105.0,,[]
jynx,Jynx,"[""Ice"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/jynx.jpg,generation-i,Generation I,455.0,65.0,50.0,35.0,,,95.0,,[]
electabuzz,Electabuzz,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/electabuzz.jpg,generation-i,Generation I,490.0,65.0,83.0,57.0,,,105.0,(trade holding Electirizer),"[{""evolves_to"": ""Electivire"", ""condition"": ""(trade holding Electirizer)""}]"
magmar,Magmar,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/magmar.jpg,generation-i,Generation I,495.0,65.0,95.0,57.0,,,93.0,(trade holding Magmarizer),"[{""evolves_to"": ""Magmortar"", ""condition"": ""(trade holding Magmarizer)""}]"
pinsir,Pinsir,"[""Bug""]",https://img.pokemondb.net/sprites/home/normal/2x/pinsir.jpg,generation-i,Generation I,500.0,65.0,125.0,100.0,,,85.0,,
tauros,Tauros,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/tauros.jpg,generation-i,Generation I,490.0,75.0,100.0,95.0,,,110.0,,
magikarp,Magikarp,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/magikarp.jpg,generation-i,Generation I,200.0,20.0,10.0,55.0,,,80.0,(Level 20),"[{""evolves_to"": ""Gyarados"", ""condition"": ""(Level 20)""}]"
gyarados,Gyarados,"[""Water"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/gyarados.jpg,generation-i,Generation I,540.0,95.0,125.0,79.0,,,81.0,,[]
lapras,Lapras,"[""Water"", ""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/lapras.jpg,generation-i,Generation I,535.0,130.0,85.0,80.0,,,60.0,,
ditto,Ditto,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/ditto.jpg,generation-i,Generation I,288.0,48.0,48.0,48.0,,,48.0,,
eevee,Eevee,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/eevee.jpg,generation-i,Generation I,325.0,55.0,55.0,50.0,,,55.0,,[]
vaporeon,Vaporeon,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/vaporeon.jpg,generation-i,Generation I,525.0,130.0,65.0,60.0,,,65.0,,[]
jolteon,Jolteon,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/jolteon.jpg,generation-i,Generation I,525.0,65.0,65.0,60.0,,,130.0,,[]
flareon,Flareon,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/flareon.jpg,generation-i,Generation I,525.0,65.0,130.0,60.0,,,65.0,,[]
porygon,Porygon,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/porygon.jpg,generation-i,Generation I,395.0,65.0,60.0,70.0,,,40.0,(trade holding Upgrade),"[{""evolves_to"": ""Porygon2"", ""condition"": ""(trade holding Upgrade)""}]"
omanyte,Omanyte,"[""Rock"", ""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/omanyte.jpg,generation-i,Generation I,355.0,35.0,40.0,100.0,,,35.0,(Level 40),"[{""evolves_to"": ""Omastar"", ""condition"": ""(Level 40)""}]"
omastar,Omastar,"[""Rock"", ""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/omastar.jpg,generation-i,Generation I,495.0,70.0,60.0,125.0,,,55.0,,[]
kabuto,Kabuto,"[""Rock"", ""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/kabuto.jpg,generation-i,Generation I,355.0,30.0,80.0,90.0,,,55.0,(Level 40),"[{""evolves_to"": ""Kabutops"", ""condition"": ""(Level 40)""}]"
kabutops,Kabutops,"[""Rock"", ""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/kabutops.jpg,generation-i,Generation I,495.0,60.0,115.0,105.0,,,80.0,,[]
aerodactyl,Aerodactyl,"[""Rock"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/aerodactyl.jpg,generation-i,Generation I,515.0,80.0,105.0,65.0,,,130.0,,
snorlax,Snorlax,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/snorlax.jpg,generation-i,Generation I,540.0,160.0,110.0,65.0,,,30.0,,[]
articuno,Articuno,"[""Ice"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/articuno.jpg,generation-i,Generation I,580.0,90.0,85.0,100.0,,,85.0,,
zapdos,Zapdos,"[""Electric"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/zapdos.jpg,generation-i,Generation I,580.0,90.0,90.0,85.0,,,100.0,,
moltres,Moltres,"[""Fire"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/moltres.jpg,generation-i,Generation I,580.0,90.0,100.0,90.0,,,90.0,,
dratini,Dratini,"[""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/dratini.jpg,generation-i,Generation I,300.0,41.0,64.0,45.0,,,50.0,(Level 30),"[{""evolves_to"": ""Dragonair"", ""condition"": ""(Level 30)""}]"
dragonair,Dragonair,"[""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/dragonair.jpg,generation-i,Generation I,420.0,61.0,84.0,65.0,,,70.0,(Level 55),"[{""evolves_to"": ""Dragonite"", ""condition"": ""(Level 55)""}]"
dragonite,Dragonite,"[""Dragon"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/dragonite.jpg,generation-i,Generation I,600.0,91.0,134.0,95.0,,,80.0,,[]
mewtwo,Mewtwo,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/mewtwo.jpg,generation-i,Generation I,680.0,106.0,110.0,90.0,,,130.0,,
mew,Mew,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/mew.jpg,generation-i,Generation I,600.0,100.0,100.0,100.0,,,100.0,,
chikorita,Chikorita,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/chikorita.jpg,generation-ii,Generation II,318.0,45.0,49.0,65.0,,,45.0,(Level 16),"[{""evolves_to"": ""Bayleef"", ""condition"": ""(Level 16)""}]"
bayleef,Bayleef,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/bayleef.jpg,generation-ii,Generation II,405.0,60.0,62.0,80.0,,,60.0,(Level 32),"[{""evolves_to"": ""Meganium"", ""condition"": ""(Level 32)""}]"
meganium,Meganium,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/meganium.jpg,generation-ii,Generation II,525.0,80.0,82.0,100.0,,,80.0,,[]
cyndaquil,Cyndaquil,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/cyndaquil.jpg,generation-ii,Generation II,309.0,39.0,52.0,43.0,,,65.0,"(Level 14, or Level 17 in Legends: Arceus)","[{""evolves_to"": ""Quilava"", ""condition"": ""(Level 14, or Level 17 in Legends: Arceus)""}]"
quilava,Quilava,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/quilava.jpg,generation-ii,Generation II,405.0,58.0,64.0,58.0,,,80.0,,[]
typhlosion,Typhlosion,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/typhlosion.jpg,generation-ii,Generation II,534.0,78.0,84.0,78.0,,,100.0,,[]
totodile,Totodile,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/totodile.jpg,generation-ii,Generation II,314.0,50.0,65.0,64.0,,,43.0,(Level 18),"[{""evolves_to"": ""Croconaw"", ""condition"": ""(Level 18)""}]"
croconaw,Croconaw,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/croconaw.jpg,generation-ii,Generation II,405.0,65.0,80.0,80.0,,,58.0,(Level 30),"[{""evolves_to"": ""Feraligatr"", ""condition"": ""(Level 30)""}]"
feraligatr,Feraligatr,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/feraligatr.jpg,generation-ii,Generation II,530.0,85.0,105.0,100.0,,,78.0,,[]
sentret,Sentret,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/sentret.jpg,generation-ii,Generation II,215.0,35.0,46.0,34.0,,,20.0,(Level 15),"[{""evolves_to"": ""Furret"", ""condition"": ""(Level 15)""}]"
furret,Furret,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/furret.jpg,generation-ii,Generation II,415.0,85.0,76.0,64.0,,,90.0,,[]
hoothoot,Hoothoot,"[""Normal"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/hoothoot.jpg,generation-ii,Generation II,262.0,60.0,30.0,30.0,,,50.0,(Level 20),"[{""evolves_to"": ""Noctowl"", ""condition"": ""(Level 20)""}]"
noctowl,Noctowl,"[""Normal"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/noctowl.jpg,generation-ii,Generation II,452.0,100.0,50.0,50.0,,,70.0,,[]
ledyba,Ledyba,"[""Bug"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/ledyba.jpg,generation-ii,Generation II,265.0,40.0,20.0,30.0,,,55.0,(Level 18),"[{""evolves_to"": ""Ledian"", ""condition"": ""(Level 18)""}]"
ledian,Ledian,"[""Bug"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/ledian.jpg,generation-ii,Generation II,390.0,55.0,35.0,50.0,,,85.0,,[]
spinarak,Spinarak,"[""Bug"", ""Poison""]",https://img.pokemondb.net/sprites/home/normal/2x/spinarak.jpg,generation-ii,Generation II,250.0,40.0,60.0,40.0,,,30.0,(Level 22),"[{""evolves_to"": ""Ariados"", ""condition"": ""(Level 22)""}]"
ariados,Ariados,"[""Bug"", ""Poison""]",https://img.pokemondb.net/sprites/home/normal/2x/ariados.jpg,generation-ii,Generation II,400.0,70.0,90.0,70.0,,,40.0,,[]
crobat,Crobat,"[""Poison"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/crobat.jpg,generation-ii,Generation II,535.0,85.0,90.0,80.0,,,130.0,,[]
chinchou,Chinchou,"[""Water"", ""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/chinchou.jpg,generation-ii,Generation II,330.0,75.0,38.0,38.0,,,67.0,(Level 27),"[{""evolves_to"": ""Lanturn"", ""condition"": ""(Level 27)""}]"
lanturn,Lanturn,"[""Water"", ""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/lanturn.jpg,generation-ii,Generation II,460.0,125.0,58.0,58.0,,,67.0,,[]
pichu,Pichu,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/pichu.jpg,generation-ii,Generation II,205.0,20.0,40.0,15.0,,,60.0,(high Friendship),"[{""evolves_to"": ""Pikachu"", ""condition"": ""(high Friendship)""}]"
cleffa,Cleffa,"[""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/cleffa.jpg,generation-ii,Generation II,218.0,50.0,25.0,28.0,,,15.0,(high Friendship),"[{""evolves_to"": ""Clefairy"", ""condition"": ""(high Friendship)""}]"
igglybuff,Igglybuff,"[""Normal"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/igglybuff.jpg,generation-ii,Generation II,210.0,90.0,30.0,15.0,,,15.0,(high Friendship),"[{""evolves_to"": ""Jigglypuff"", ""condition"": ""(high Friendship)""}]"
togepi,Togepi,"[""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/togepi.jpg,generation-ii,Generation II,245.0,35.0,20.0,65.0,,,20.0,(high Friendship),"[{""evolves_to"": ""Togetic"", ""condition"": ""(high Friendship)""}]"
togetic,Togetic,"[""Fairy"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/togetic.jpg,generation-ii,Generation II,405.0,55.0,40.0,85.0,,,40.0,(use Shiny Stone),"[{""evolves_to"": ""Togekiss"", ""condition"": ""(use Shiny Stone)""}]"
natu,Natu,"[""Psychic"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/natu.jpg,generation-ii,Generation II,320.0,40.0,50.0,45.0,,,70.0,(Level 25),"[{""evolves_to"": ""Xatu"", ""condition"": ""(Level 25)""}]"
xatu,Xatu,"[""Psychic"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/xatu.jpg,generation-ii,Generation II,470.0,65.0,75.0,70.0,,,95.0,,[]
mareep,Mareep,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/mareep.jpg,generation-ii,Generation II,280.0,55.0,40.0,40.0,,,35.0,(Level 15),"[{""evolves_to"": ""Flaaffy"", ""condition"": ""(Level 15)""}]"
flaaffy,Flaaffy,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/flaaffy.jpg,generation-ii,Generation II,365.0,70.0,55.0,55.0,,,45.0,(Level 30),"[{""evolves_to"": ""Ampharos"", ""condition"": ""(Level 30)""}]"
ampharos,Ampharos,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/ampharos.jpg,generation-ii,Generation II,510.0,90.0,75.0,85.0,,,55.0,,[]
bellossom,Bellossom,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/bellossom.jpg,generation-ii,Generation II,490.0,75.0,80.0,95.0,,,50.0,,[]
marill,Marill,"[""Water"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/marill.jpg,generation-ii,Generation II,250.0,70.0,20.0,50.0,,,40.0,(Level 18),"[{""evolves_to"": ""Azumarill"", ""condition"": ""(Level 18)""}]"
azumarill,Azumarill,"[""Water"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/azumarill.jpg,generation-ii,Generation II,420.0,100.0,50.0,80.0,,,50.0,,[]
sudowoodo,Sudowoodo,"[""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/sudowoodo.jpg,generation-ii,Generation II,410.0,70.0,100.0,115.0,,,30.0,,[]
politoed,Politoed,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/politoed.jpg,generation-ii,Generation II,500.0,90.0,75.0,75.0,,,70.0,,[]
hoppip,Hoppip,"[""Grass"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/hoppip.jpg,generation-ii,Generation II,250.0,35.0,35.0,40.0,,,50.0,(Level 18),"[{""evolves_to"": ""Skiploom"", ""condition"": ""(Level 18)""}]"
skiploom,Skiploom,"[""Grass"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/skiploom.jpg,generation-ii,Generation II,340.0,55.0,45.0,50.0,,,80.0,(Level 27),"[{""evolves_to"": ""Jumpluff"", ""condition"": ""(Level 27)""}]"
jumpluff,Jumpluff,"[""Grass"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/jumpluff.jpg,generation-ii,Generation II,460.0,75.0,55.0,70.0,,,110.0,,[]
aipom,Aipom,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/aipom.jpg,generation-ii,Generation II,360.0,55.0,70.0,55.0,,,85.0,(after Double Hit learned),"[{""evolves_to"": ""Ambipom"", ""condition"": ""(after Double Hit learned)""}]"
sunkern,Sunkern,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/sunkern.jpg,generation-ii,Generation II,180.0,30.0,30.0,30.0,,,30.0,(use Sun Stone),"[{""evolves_to"": ""Sunflora"", ""condition"": ""(use Sun Stone)""}]"
sunflora,Sunflora,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/sunflora.jpg,generation-ii,Generation II,425.0,75.0,75.0,55.0,,,30.0,,[]
yanma,Yanma,"[""Bug"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/yanma.jpg,generation-ii,Generation II,390.0,65.0,65.0,45.0,,,95.0,(after Ancient Power learned),"[{""evolves_to"": ""Yanmega"", ""condition"": ""(after Ancient Power learned)""}]"
wooper,Wooper,"[""Water"", ""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/wooper.jpg,generation-ii,Generation II,210.0,55.0,45.0,45.0,,,15.0,(Level 20),"[{""evolves_to"": ""Quagsire"", ""condition"": ""(Level 20)""}]"
quagsire,Quagsire,"[""Water"", ""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/quagsire.jpg,generation-ii,Generation II,430.0,95.0,85.0,85.0,,,35.0,,[]
espeon,Espeon,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/espeon.jpg,generation-ii,Generation II,525.0,65.0,65.0,60.0,,,110.0,,[]
umbreon,Umbreon,"[""Dark""]",https://img.pokemondb.net/sprites/home/normal/2x/umbreon.jpg,generation-ii,Generation II,525.0,95.0,65.0,110.0,,,65.0,,[]
murkrow,Murkrow,"[""Dark"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/murkrow.jpg,generation-ii,Generation II,405.0,60.0,85.0,42.0,,,91.0,(use Dusk Stone),"[{""evolves_to"": ""Honchkrow"", ""condition"": ""(use Dusk Stone)""}]"
slowking,Slowking,"[""Water"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/slowking.jpg,generation-ii,Generation II,490.0,95.0,75.0,80.0,,,30.0,,[]
misdreavus,Misdreavus,"[""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/misdreavus.jpg,generation-ii,Generation II,435.0,60.0,60.0,60.0,,,85.0,(use Dusk Stone),"[{""evolves_to"": ""Mismagius"", ""condition"": ""(use Dusk Stone)""}]"
unown,Unown,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/unown.jpg,generation-ii,Generation II,336.0,48.0,72.0,48.0,,,48.0,,
wobbuffet,Wobbuffet,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/wobbuffet.jpg,generation-ii,Generation II,405.0,190.0,33.0,58.0,,,33.0,,[]
girafarig,Girafarig,"[""Normal"", ""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/girafarig.jpg,generation-ii,Generation II,455.0,70.0,80.0,65.0,,,85.0,(after Twin Beam learned),"[{""evolves_to"": ""Farigiraf"", ""condition"": ""(after Twin Beam learned)""}]"
pineco,Pineco,"[""Bug""]",https://img.pokemondb.net/sprites/home/normal/2x/pineco.jpg,generation-ii,Generation II,290.0,50.0,65.0,90.0,,,15.0,(Level 31),"[{""evolves_to"": ""Forretress"", ""condition"": ""(Level 31)""}]"
forretress,Forretress,"[""Bug"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/forretress.jpg,generation-ii,Generation II,465.0,75.0,90.0,140.0,,,40.0,,[]
dunsparce,Dunsparce,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/dunsparce.jpg,generation-ii,Generation II,415.0,100.0,70.0,70.0,,,45.0,,[]
gligar,Gligar,"[""Ground"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/gligar.jpg,generation-ii,Generation II,430.0,65.0,75.0,105.0,,,85.0,"(hold Razor Fang, Nighttime)","[{""evolves_to"": ""Gliscor"", ""condition"": ""(hold Razor Fang, Nighttime)""}]"
steelix,Steelix,"[""Steel"", ""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/steelix.jpg,generation-ii,Generation II,510.0,75.0,85.0,200.0,,,30.0,,[]
snubbull,Snubbull,"[""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/snubbull.jpg,generation-ii,Generation II,300.0,60.0,80.0,50.0,,,30.0,(Level 23),"[{""evolves_to"": ""Granbull"", ""condition"": ""(Level 23)""}]"
granbull,Granbull,"[""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/granbull.jpg,generation-ii,Generation II,450.0,90.0,120.0,75.0,,,45.0,,[]
qwilfish,Qwilfish,"[""Water"", ""Poison""]",https://img.pokemondb.net/sprites/home/normal/2x/qwilfish.jpg,generation-ii,Generation II,440.0,65.0,95.0,85.0,,,85.0,,
scizor,Scizor,"[""Bug"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/scizor.jpg,generation-ii,Generation II,500.0,70.0,130.0,100.0,,,65.0,,[]
shuckle,Shuckle,"[""Bug"", ""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/shuckle.jpg,generation-ii,Generation II,505.0,20.0,10.0,230.0,,,5.0,,
heracross,Heracross,"[""Bug"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/heracross.jpg,generation-ii,Generation II,500.0,80.0,125.0,75.0,,,85.0,,
sneasel,Sneasel,"[""Dark"", ""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/sneasel.jpg,generation-ii,Generation II,430.0,55.0,95.0,55.0,,,115.0,"(hold Razor Claw, Nighttime)","[{""evolves_to"": ""Weavile"", ""condition"": ""(hold Razor Claw, Nighttime)""}]"
teddiursa,Teddiursa,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/teddiursa.jpg,generation-ii,Generation II,330.0,60.0,80.0,50.0,,,40.0,(Level 30),"[{""evolves_to"": ""Ursaring"", ""condition"": ""(Level 30)""}]"
ursaring,Ursaring,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/ursaring.jpg,generation-ii,Generation II,500.0,90.0,130.0,75.0,,,55.0,"(use Peat Block, under a full moon, in Legends: Arceus)","[{""evolves_to"": ""Ursaluna"", ""condition"": ""(use Peat Block, under a full moon, in Legends: Arceus)""}]"
slugma,Slugma,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/slugma.jpg,generation-ii,Generation II,250.0,40.0,40.0,40.0,,,20.0,(Level 38),"[{""evolves_to"": ""Magcargo"", ""condition"": ""(Level 38)""}]"
magcargo,Magcargo,"[""Fire"", ""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/magcargo.jpg,generation-ii,Generation II,430.0,60.0,50.0,120.0,,,30.0,,[]
swinub,Swinub,"[""Ice"", ""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/swinub.jpg,generation-ii,Generation II,250.0,50.0,50.0,40.0,,,50.0,(Level 33),"[{""evolves_to"": ""Piloswine"", ""condition"": ""(Level 33)""}]"
piloswine,Piloswine,"[""Ice"", ""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/piloswine.jpg,generation-ii,Generation II,450.0,100.0,100.0,80.0,,,50.0,(after Ancient Power learned),"[{""evolves_to"": ""Mamoswine"", ""condition"": ""(after Ancient Power learned)""}]"
corsola,Corsola,"[""Water"", ""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/corsola.jpg,generation-ii,Generation II,410.0,65.0,55.0,95.0,,,35.0,,
remoraid,Remoraid,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/remoraid.jpg,generation-ii,Generation II,300.0,35.0,65.0,35.0,,,65.0,(Level 25),"[{""evolves_to"": ""Octillery"", ""condition"": ""(Level 25)""}]"
octillery,Octillery,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/octillery.jpg,generation-ii,Generation II,480.0,75.0,105.0,75.0,,,45.0,,[]
delibird,Delibird,"[""Ice"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/delibird.jpg,generation-ii,Generation II,330.0,45.0,55.0,45.0,,,75.0,,
mantine,Mantine,"[""Water"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/mantine.jpg,generation-ii,Generation II,485.0,85.0,40.0,70.0,,,70.0,,[]
skarmory,Skarmory,"[""Steel"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/skarmory.jpg,generation-ii,Generation II,465.0,65.0,80.0,140.0,,,70.0,,
houndour,Houndour,"[""Dark"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/houndour.jpg,generation-ii,Generation II,330.0,45.0,60.0,30.0,,,65.0,(Level 24),"[{""evolves_to"": ""Houndoom"", ""condition"": ""(Level 24)""}]"
